NRC,id_aula,url
4702,37330,https://platform.ecala.net/course/view.php?id=37330
3485,33164,https://platform.ecala.net/course/view.php?id=33164
3471,33758,https://platform.ecala.net/course/view.php?id=33758
3484,33553,https://platform.ecala.net/course/view.php?id=33553
3474,33159,https://platform.ecala.net/course/view.php?id=33159
4718,37357,https://platform.ecala.net/course/view.php?id=37357
4709,37337,https://platform.ecala.net/course/view.php?id=37337
4710,37338,https://platform.ecala.net/course/view.php?id=37338
4670,37298,https://platform.ecala.net/course/view.php?id=37298
4671,37299,https://platform.ecala.net/course/view.php?id=37299
4674,37302,https://platform.ecala.net/course/view.php?id=37302
4660,37288,https://platform.ecala.net/course/view.php?id=37288
4661,37289,https://platform.ecala.net/course/view.php?id=37289
4665,37293,https://platform.ecala.net/course/view.php?id=37293
4677,37305,https://platform.ecala.net/course/view.php?id=37305
4690,37318,https://platform.ecala.net/course/view.php?id=37318
4691,37319,https://platform.ecala.net/course/view.php?id=37319
4689,37317,https://platform.ecala.net/course/view.php?id=37317
4692,37320,https://platform.ecala.net/course/view.php?id=37320
4681,37309,https://platform.ecala.net/course/view.php?id=37309
4680,37308,https://platform.ecala.net/course/view.php?id=37308
4682,37310,https://platform.ecala.net/course/view.php?id=37310
1397,33789,https://platform.ecala.net/course/view.php?id=33789
1396,32318,https://platform.ecala.net/course/view.php?id=32318
3080,30975,https://platform.ecala.net/course/view.php?id=30975
3073,30977,https://platform.ecala.net/course/view.php?id=30977
1407,32878,https://platform.ecala.net/course/view.php?id=32878
3459,30996,https://platform.ecala.net/course/view.php?id=30996
3404,30997,https://platform.ecala.net/course/view.php?id=30997
1429,32580,https://platform.ecala.net/course/view.php?id=32580
3387,30994,https://platform.ecala.net/course/view.php?id=30994
3357,30992,https://platform.ecala.net/course/view.php?id=30992
1418,32992,https://platform.ecala.net/course/view.php?id=32992
3163,30983,https://platform.ecala.net/course/view.php?id=30983
1420,33060,https://platform.ecala.net/course/view.php?id=33060
1419,31712,https://platform.ecala.net/course/view.php?id=31712
1417,31675,https://platform.ecala.net/course/view.php?id=31675
3096,30981,https://platform.ecala.net/course/view.php?id=30981
3315,30991,https://platform.ecala.net/course/view.php?id=30991
1421,33721,https://platform.ecala.net/course/view.php?id=33721
1422,32606,https://platform.ecala.net/course/view.php?id=32606
1981,30901,https://platform.ecala.net/course/view.php?id=30901
2174,30915,https://platform.ecala.net/course/view.php?id=30915
